protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,broadcast_coverage,avg_delay_s,unicast_deliveries,broadcast_deliveries,tx_count,data_tx,control_tx,total_airtime_s,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,collision_fail,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index
meshtastic-like,1,1200.0,202,98,104,0.908163,0.923469,0.96114,89,4706,7712,7712,0,1903.198208,0.396913,0.672592,13778,364110,199453,4691,2932,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,1,1200.0,202,98,104,0.602041,0.946036,0.357116,59,4821,6098,4972,1126,1412.646912,0.289477,0.722673,13706,285096,150007,3656,0,1102,24,55,43,0,0,0.0,0.184651,0,0,0.0,-1
calm-mesh,1,1200.0,202,98,104,0.581633,0.914443,0.550625,57,4660,4888,4188,700,1148.936192,0.243573,0.491146,11471,228041,114073,2743,1303,686,14,62,36,0,6,0.944957,0.143208,0,0,0.0,-1
smart-calm,1,1200.0,202,98,104,0.918367,0.891484,5.462271,90,4543,7386,4390,2996,2240.088064,0.483507,0.720146,13610,348304,154182,3352,1403,2942,54,26,72,343,14,0.905161,0.405632,4,138,108.077,1
meshtastic-like,2,1200.0,205,109,96,0.899083,0.882228,0.727984,98,4150,7435,7435,0,1834.83904,0.43193,0.860446,15117,349051,198603,6091,3459,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,2,1200.0,205,109,96,0.559633,0.956633,0.341118,61,4500,5604,4652,952,1304.989696,0.286119,0.612349,12639,261957,131384,3425,0,933,19,55,54,0,0,0.0,0.169879,0,0,0.0,-1
calm-mesh,2,1200.0,205,109,96,0.385321,0.950043,0.610578,42,4469,4608,4009,599,1088.110592,0.241213,0.491741,9982,215810,108371,2527,1187,587,12,39,70,0,4,0.906429,0.129991,0,0,0.0,-1
smart-calm,2,1200.0,205,109,96,0.954128,0.84949,3.153291,104,3996,7276,3943,3333,2259.902464,0.551196,0.588245,13136,343388,146588,2803,1160,3273,60,29,80,327,22,0.89791,0.458081,1,149,136.863793,0
meshtastic-like,3,1200.0,216,123,93,0.902439,0.883257,0.939213,111,4025,7756,7756,0,1914.056704,0.46278,0.759228,15180,364864,206188,5665,3485,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,3,1200.0,216,123,93,0.373984,0.911784,0.325632,46,4155,4995,4290,705,1174.93248,0.279679,0.445556,10124,234631,108069,2326,0,689,16,42,81,0,0,0.0,0.141141,0,0,0.0,-1
calm-mesh,3,1200.0,216,123,93,0.504065,0.922098,0.691588,62,4202,4530,3831,699,1060.66944,0.24875,0.426421,11077,210893,105314,2476,1169,686,13,63,60,73,8,0.936145,0.154305,0,0,0.0,-1
smart-calm,3,1200.0,216,123,93,0.878049,0.866359,4.109263,108,3948,8834,4277,4557,2814.908416,0.694011,0.583257,12910,419907,170005,3169,1249,4475,82,0,123,772,24,0.975556,0.515848,1,159,117.998183,0
meshtastic-like,4,1200.0,203,94,109,0.914894,0.90058,0.865688,86,4810,7312,7312,0,1804.484608,0.368563,0.822292,14594,343694,194507,5586,3432,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,4,1200.0,203,94,109,0.414894,0.893653,0.356693,39,4773,5728,4928,800,1348.042752,0.280142,0.597463,11938,268734,137388,3730,0,783,17,36,58,0,0,0.0,0.139665,0,0,0.0,-1
calm-mesh,4,1200.0,203,94,109,0.489362,0.934469,0.710374,46,4991,5196,4400,796,1217.081344,0.241628,0.674967,12090,242514,128761,3337,1636,781,15,54,40,37,8,0.933378,0.153195,0,0,0.0,-1
smart-calm,4,1200.0,203,94,109,0.957447,0.886725,5.724836,90,4736,6242,4353,1889,1804.924928,0.374,0.768428,13856,292002,146352,3722,1804,1861,28,48,46,280,18,0.950536,0.302627,10,134,161.175102,1
meshtastic-like,5,1200.0,174,91,83,0.912088,0.894763,0.80064,83,3639,6404,6404,0,1580.404736,0.424612,0.523133,11552,302244,161620,3843,2597,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,5,1200.0,174,91,83,0.637363,0.95107,0.354798,58,3868,5061,4010,1051,1162.875904,0.296199,0.400908,11256,236733,111151,2537,0,1030,21,46,45,0,0,0.0,0.207666,0,0,0.0,-1
calm-mesh,5,1200.0,174,91,83,0.659341,0.967544,0.867302,60,3935,4321,3619,702,1008.845824,0.252527,0.412456,10406,201323,100867,2132,1123,687,15,54,37,60,8,0.942856,0.162462,0,0,0.0,-1
smart-calm,5,1200.0,174,91,83,0.934066,0.872142,1.101774,85,3547,7307,3343,3964,2356.886528,0.648923,0.61716,11947,346096,153493,3719,1257,3899,65,0,91,326,26,0.966769,0.542493,5,131,112.891599,0
meshtastic-like,6,1200.0,186,104,82,0.913462,0.902439,0.563952,95,3626,6797,6797,0,1677.390848,0.45079,0.882275,13379,319331,181928,5117,3026,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,6,1200.0,186,104,82,0.711538,0.904928,0.355882,74,3636,4869,3767,1102,1111.315456,0.299546,0.563373,13052,225529,114995,3153,0,1076,26,68,36,0,0,0.0,0.22633,0,0,0.0,-1
calm-mesh,6,1200.0,186,104,82,0.721154,0.926829,0.61481,75,3724,4059,3308,751,940.174336,0.247479,0.45728,10780,188111,94113,2131,1004,735,16,69,35,0,7,0.941722,0.185021,0,0,0.0,-1
smart-calm,6,1200.0,186,104,82,0.913462,0.885515,6.449161,95,3558,7107,3896,3211,2201.607168,0.602685,0.928031,12583,335562,158897,3448,1310,3155,56,8,96,817,19,0.933548,0.451808,5,141,138.842683,0
meshtastic-like,7,1200.0,222,123,99,0.934959,0.954442,0.707269,115,4630,8452,8452,0,2085.818368,0.439582,0.684083,16430,397669,217351,6178,3646,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,7,1200.0,222,123,99,0.544715,0.965368,0.315682,67,4683,5782,4833,949,1349.163008,0.284034,0.450688,13149,270169,130378,3269,0,925,24,56,67,0,0,0.0,0.16413,0,0,0.0,-1
calm-mesh,7,1200.0,222,123,99,0.723577,0.957947,0.563,89,4647,4917,4178,739,1152.898048,0.243433,0.41033,12707,228226,110237,2259,1271,724,15,84,39,0,7,0.942025,0.150295,0,0,0.0,-1
smart-calm,7,1200.0,222,123,99,0.926829,0.885797,2.617865,114,4297,9127,4514,4613,2896.370688,0.656625,0.533814,14124,433050,182430,3501,1246,4536,77,9,114,684,29,0.969189,0.505423,7,161,136.301293,0
meshtastic-like,8,1200.0,207,100,107,0.95,0.92695,0.752438,95,4860,7897,7897,0,1948.853248,0.39331,0.621356,14322,372288,203473,4810,3192,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,8,1200.0,207,100,107,0.68,0.944497,0.348612,68,4952,6333,5133,1200,1464.579072,0.291749,0.338278,13252,297065,140479,2710,0,1176,24,53,47,0,0,0.0,0.189484,0,0,0.0,-1
calm-mesh,8,1200.0,207,100,107,0.84,0.956704,0.694723,84,5016,5446,4601,845,1274.763264,0.249954,0.434037,13296,253558,126485,2530,1334,829,16,77,23,35,9,0.944674,0.15516,0,0,0.0,-1
smart-calm,8,1200.0,207,100,107,0.99,0.864963,1.166577,99,4535,8902,4446,4456,2817.210368,0.607944,0.556021,13320,421310,175419,3421,1265,4374,82,1,99,366,16,0.968698,0.500562,6,140,142.046514,2
meshtastic-like,9,1200.0,193,90,103,0.944444,0.938577,0.747946,85,4737,7194,7194,0,1775.364096,0.36818,0.885281,14715,337791,192349,5815,3469,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,9,1200.0,193,90,103,0.588889,0.932237,0.352546,53,4705,5833,4832,1001,1357.489152,0.285307,0.599435,12731,272939,136379,3563,0,981,20,44,46,0,0,0.0,0.17161,0,0,0.0,-1
calm-mesh,9,1200.0,193,90,103,0.8,0.952447,0.720578,72,4807,4949,4150,799,1155.879936,0.236909,0.475156,12791,229710,118689,2834,1509,783,16,67,23,0,8,0.942222,0.161447,0,0,0.0,-1
smart-calm,9,1200.0,193,90,103,0.922222,0.927284,8.395828,83,4680,6198,4699,1499,1737.705472,0.364834,0.64782,12381,291321,132982,3008,1743,1469,30,37,53,720,9,0.927788,0.241852,8,128,118.926038,2
meshtastic-like,10,1200.0,208,105,103,0.895238,0.895582,0.745272,94,4520,7584,7584,0,1871.609856,0.405637,0.62087,13959,356824,196209,4800,3129,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,10,1200.0,208,105,103,0.552381,0.978205,0.332058,58,4937,5963,5106,857,1401.367552,0.280554,0.397485,12285,279902,133722,2772,0,836,21,53,52,0,0,0.0,0.14372,0,0,0.0,-1
calm-mesh,10,1200.0,208,105,103,0.714286,0.973648,0.80935,75,4914,5406,4561,845,1264.891904,0.253536,0.423516,13011,251883,128052,2753,1405,830,15,68,37,185,12,0.948144,0.156308,0,0,0.0,-1
smart-calm,10,1200.0,208,105,103,0.952381,0.914206,1.996403,100,4614,8756,4526,4230,2750.132224,0.583397,0.570585,14153,413470,176080,3693,1404,4154,76,6,99,467,22,0.949334,0.483097,7,144,149.395964,0
meshtastic-like,11,1200.0,247,122,125,0.92623,0.869224,1.092427,113,5324,8785,8785,0,2167.99744,0.398749,0.758399,17939,412526,232907,7116,4140,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,11,1200.0,247,122,125,0.565574,0.918531,0.3328,69,5626,6910,5809,1101,1615.08352,0.283597,0.521291,14630,323960,154621,3591,0,1079,22,58,64,0,0,0.0,0.159334,0,0,0.0,-1
calm-mesh,11,1200.0,247,122,125,0.647541,0.938449,0.542436,79,5748,5912,5113,799,1393.532928,0.239151,0.554226,14258,275430,140898,3293,1746,784,15,81,41,1,8,0.943992,0.135149,0,0,0.0,-1
smart-calm,11,1200.0,247,122,125,0.901639,0.846694,7.398551,110,5186,9884,5701,4183,3023.794176,0.570958,0.796573,15743,468230,211159,4121,1737,4116,67,5,117,1115,30,0.951898,0.423209,7,159,124.070355,0
meshtastic-like,12,1200.0,213,106,107,0.867925,0.951364,0.809405,92,4988,7884,7884,0,1945.645056,0.383001,0.597585,14400,371916,203815,4968,3114,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,12,1200.0,213,106,107,0.254717,0.960137,0.372794,27,5034,5769,5171,598,1374.708736,0.271628,0.452214,10941,271740,127792,3165,0,581,17,28,78,0,0,0.0,0.103657,0,0,0.0,-1
calm-mesh,12,1200.0,213,106,107,0.509434,0.972726,0.761284,54,5100,5273,4604,669,1246.487552,0.241849,0.485824,11966,246411,125171,2822,1505,654,15,52,54,108,9,0.933498,0.126873,0,0,0.0,-1
smart-calm,12,1200.0,213,106,107,0.95283,0.936105,6.7195,101,4908,6809,4967,1842,1936.536576,0.386611,0.571079,14438,319203,142972,2805,1478,1807,35,49,57,544,18,0.87982,0.270524,4,146,134.995144,2
meshtastic-like,13,1200.0,210,99,111,0.888889,0.915426,0.843245,88,4979,7703,7703,0,1900.977152,0.375168,0.755859,14753,362694,200202,5483,3232,0,0,0,0,0,0,0.0,0.0,0,0,0.0,-1
meshcore-like,13,1200.0,210,99,111,0.505051,0.925538,0.350638,50,5034,6185,5187,998,1444.60288,0.284147,0.525696,12709,290356,141114,3108,0,975,23,48,51,0,0,0.0,0.161358,0,0,0.0,-1
