protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,destination_unicast_pdr,broadcast_coverage,avg_delay_s,unicast_delivery_delay_s,unicast_ack_delay_s,p95_unicast_delivery_delay_s,p95_unicast_ack_delay_s,unicast_deliveries,unicast_acks,broadcast_deliveries,tx_count,data_tx,control_tx,ack_tx,total_airtime_s,channel_busy_time_s,channel_busy_ratio,tx_energy_j,rx_energy_j,total_energy_j,energy_per_delivery_j,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,rx_attempts,packet_reception_ratio,collision_fail,collision_rate,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_discovery_attempts,route_discovery_successes,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index,profile_lean_count,profile_balanced_count,profile_rescue_count,scenario,nodes,area_m,rate_per_min,traffic,sf,path_loss_exp,random_pairs,pair_mode,edge_prr_threshold,min_graph_hops,max_graph_hops,candidate_pair_count,selected_pair_mean_graph_hops,independent_rng_streams,cached_route_count,multihop_cached_route_count,route_discovery_success_rate,rrep_rreq_tx_ratio,smart_max_timeout_retries,mean_cached_hops,direct_prr_p05,direct_prr_p25,direct_prr_p50,direct_prr_p75,direct_prr_p95,direct_prr_below_0_99,direct_prr_below_0_50
meshtastic-like,1,600.0,42,22,20,0.5,1.0,1.0,0.848848,0.723241,0.848848,1.38432,2.651141,22,11,980,672,640,32,32,48.340992,25.728649,0.042881,19.143033,77.766553,96.909586,0.09779,0.04878,0.209546,8264,24664,32928,0.250972,22022,0.668793,5164,1944,0,0,0,0,0,0,0,0,0.0,0.047619,0,0,0.0,-1,0,0,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.0,0,0.0,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
meshcore-like,1,600.0,42,22,20,0.454545,0.5,0.997959,2.366874,2.235427,2.366874,2.287744,2.431616,11,10,978,2144,1018,1126,18,154.230784,44.406412,0.074011,61.07539,234.742271,295.817661,0.299411,0.156104,0.197365,11444,93612,105056,0.108932,75003,0.713934,6570,0,1078,30,22,13,0,22,0,0,0.0,0.525187,0,0,0.0,-1,0,0,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,13,8,0.5909090909090909,0.027829313543599257,0,1.6153846153846154,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
calm-mesh,1,600.0,42,22,20,0.681818,0.772727,0.95,2.485625,2.331168,2.485625,2.521708,2.760981,17,15,931,1634,481,1153,34,117.543424,42.291728,0.070486,46.547196,181.404758,227.951954,0.240964,0.124253,0.164898,12433,67633,80066,0.155284,55297,0.690643,5723,928,1077,42,22,18,0,22,26,1,0.792436,0.70563,0,0,0.0,-1,0,0,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,18,18,0.8181818181818182,0.03899721448467967,0,2.0555555555555554,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
smart-calm,1,600.0,42,22,20,0.590909,0.590909,0.993878,2.403279,2.24834,2.403279,2.345293,2.517939,13,13,974,1639,494,1145,28,117.903104,41.371194,0.068952,46.689629,182.3828,229.072429,0.23209,0.119456,0.203755,11118,69193,80311,0.138437,57197,0.712194,5250,855,1075,42,22,14,0,22,0,0,0.789767,0.698597,2,40,18.844332,1,5,17,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,14,14,0.6363636363636364,0.03906976744186046,0,2.142857142857143,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
smart-calm-static,1,600.0,42,22,20,0.681818,0.772727,0.95,2.485625,2.331168,2.485625,2.521708,2.760981,17,15,931,1634,481,1153,34,117.543424,42.291728,0.070486,46.547196,181.404758,227.951954,0.240964,0.124253,0.164898,12433,67633,80066,0.155284,55297,0.690643,5723,928,1077,42,22,18,0,22,26,1,0.792436,0.70563,0,0,0.0,1,0,22,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,18,18,0.8181818181818182,0.03899721448467967,0,2.0555555555555554,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
smart-calm-no-fallback,1,600.0,42,22,20,0.590909,0.590909,0.993878,2.403279,2.24834,2.403279,2.345293,2.517939,13,13,974,1639,494,1145,28,117.903104,41.371194,0.068952,46.689629,182.3828,229.072429,0.23209,0.119456,0.203755,11118,69193,80311,0.138437,57197,0.712194,5250,855,1075,42,22,14,0,22,0,0,0.789767,0.698597,2,40,18.844332,1,5,17,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,14,14,0.6363636363636364,0.03906976744186046,0,2.142857142857143,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
smart-calm-no-confidence,1,600.0,42,22,20,0.409091,0.454545,0.99898,2.62986,2.513357,2.62986,2.687744,2.831616,10,9,979,1614,486,1128,19,116.104704,40.797708,0.067996,45.977463,179.548924,225.526387,0.228266,0.117515,0.213139,11338,67748,79086,0.143363,55885,0.706636,6035,925,1077,32,22,13,0,22,0,0,0.705464,0.698885,4,40,5.46845,0,7,1,14,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,13,9,0.5909090909090909,0.029712163416898793,0,1.6923076923076923,0.5945120878254966,0.9984558033068377,0.999995630031614,0.9999999891623154,0.9999999999999051,0.18040816326530612,0.044897959183673466
meshtastic-like,2,600.0,41,20,21,0.35,1.0,1.0,0.437268,0.676452,0.437268,1.217304,1.175191,20,7,1029,609,583,26,26,43.809024,23.569142,0.039282,17.348374,70.453245,87.801619,0.084751,0.042287,0.318048,7420,22421,29841,0.248651,19965,0.669046,4744,1887,0,0,0,0,0,0,0,0,0.0,0.042693,0,0,0.0,-1,0,0,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.0,0,0.0,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
meshcore-like,2,600.0,41,20,21,0.25,0.3,0.999028,2.388454,2.239787,2.388454,2.287744,2.431616,6,5,1028,2074,1060,1014,10,149.195264,46.084822,0.076808,59.081325,228.565937,287.647261,0.278458,0.144429,0.37992,10943,90634,101577,0.107731,73996,0.728472,7153,0,979,25,20,7,0,20,0,0,0.0,0.48891,0,0,0.0,-1,0,0,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,7,4,0.35,0.02553626149131767,0,1.5714285714285714,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
calm-mesh,2,600.0,41,20,21,0.4,0.45,0.998056,2.431616,2.287744,2.431616,2.287744,2.431616,9,8,1027,1483,455,1028,18,106.681088,39.480178,0.0658,42.245711,165.866118,208.111829,0.201074,0.103074,0.410649,10483,62135,72618,0.144358,52015,0.716282,5673,955,975,35,20,12,0,20,0,0,0.800164,0.693189,0,0,0.0,-1,0,0,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,12,12,0.6,0.035897435897435895,0,2.0,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
smart-calm,2,600.0,41,20,21,0.45,0.55,0.999028,2.573656,2.536273,2.573656,3.854654,3.43863,11,9,1028,1534,502,1032,23,110.349824,41.484554,0.069141,43.69853,171.174441,214.872971,0.207206,0.106413,0.419505,11336,63732,75068,0.15101,52956,0.70544,6213,1036,977,32,20,11,0,20,51,2,0.79068,0.672751,6,39,8.178864,1,5,14,1,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,11,11,0.55,0.032753326509723645,0,2.0,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
smart-calm-static,2,600.0,41,20,21,0.4,0.45,0.998056,2.431616,2.287744,2.431616,2.287744,2.431616,9,8,1027,1483,455,1028,18,106.681088,39.480178,0.0658,42.245711,165.866118,208.111829,0.201074,0.103074,0.410649,10483,62135,72618,0.144358,52015,0.716282,5673,955,975,35,20,12,0,20,0,0,0.800164,0.693189,0,0,0.0,1,0,20,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,12,12,0.6,0.035897435897435895,0,2.0,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
smart-calm-no-fallback,2,600.0,41,20,21,0.35,0.35,0.996113,2.374473,2.230601,2.374473,2.287744,2.431616,7,7,1025,1462,437,1025,14,105.170432,38.961567,0.064936,41.647491,163.066474,204.713965,0.198366,0.101909,0.417209,10874,60715,71589,0.151895,50354,0.703376,6388,944,979,32,20,9,0,20,0,1,0.788843,0.701094,9,39,3.123721,2,5,13,2,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,9,9,0.45,0.03268641470888662,0,2.0,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
smart-calm-no-confidence,2,600.0,41,20,21,0.4,0.45,0.960155,2.832585,2.61219,2.832585,4.121043,4.39832,9,8,988,1495,474,1021,19,107.54432,39.473815,0.06579,42.587551,166.712125,209.299675,0.21014,0.107976,0.356931,10353,62902,73255,0.141328,52368,0.714873,6077,984,978,24,20,8,0,20,52,2,0.697087,0.682943,6,39,3.644384,2,7,11,2,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,8,6,0.4,0.024539877300613498,0,1.75,0.3719341264688532,0.9980198429511135,0.9999891406125693,0.99999998376135,0.9999999999999913,0.1730612244897959,0.054693877551020405
meshtastic-like,3,600.0,43,21,22,0.238095,1.0,0.998145,0.32407,0.687019,0.32407,1.365555,0.864665,21,5,1076,730,702,28,28,52.51328,26.330632,0.043884,20.795259,83.99668,104.791939,0.09694,0.048578,0.170169,7642,28128,35770,0.213643,25019,0.699441,4855,1963,0,0,0,0,0,0,0,0,0.0,0.038356,0,0,0.0,-1,0,0,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,0,0,0.0,0.0,0,0.0,0.6913896019424071,0.9988697881081403,0.9999941366787475,0.9999999862602522,0.9999999999999774,0.1510204081632653,0.035918367346938776
meshcore-like,3,600.0,43,21,22,0.47619,0.52381,0.953618,2.345293,2.235427,2.345293,2.287744,2.431616,11,10,1028,2148,1071,1077,18,154.518528,43.438197,0.072397,61.189337,234.683588,295.872926,0.285041,0.148862,0.133662,11174,94078,105252,0.106164,75204,0.714514,6290,0,1029,30,21,14,0,21,0,0,0.0,0.501397,0,0,0.0,-1,0,0,0,icc2027_sensitivity_load4,50,8250.0,4.0,mixed,7,2.75,0,connected-multihop,0.9,2,4,24,2.0,1,14,9,0.6666666666666666,0.029154518950437316,0,1.6428571428571428,0.6913896019424071,0.9988697881081403,0.9999941366787475,0.9999999862602522,0.9999999999999774,0.1510204081632653,0.035918367346938776
