protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,broadcast_coverage,avg_delay_s,unicast_deliveries,broadcast_deliveries,tx_count,data_tx,control_tx,total_airtime_s,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,collision_fail,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index
smart-calm,1,1200.0,275,141,134,0.900709,0.939689,14.026271,127,6170,6852,6166,686,1690.963968,0.268535,0.897329,18238,317510,155433,4451,2348,673,13,89,52,708,11,0.942098,0.100117,6,180,127.421673,1
smart-calm,2,1200.0,278,144,134,0.875,0.927658,17.715611,126,6091,6236,5577,659,1538.945024,0.247538,1.095017,19742,285822,152252,5625,2526,645,14,66,78,266,11,0.880568,0.105677,1,181,114.688063,0
smart-calm,3,1200.0,292,159,133,0.823899,0.919135,18.095975,131,5990,6390,5663,727,1576.94976,0.257629,0.986838,18409,294701,151407,4618,2291,716,11,69,90,451,8,0.926451,0.113772,8,196,104.215326,1
smart-calm,4,1200.0,283,143,140,0.916084,0.9293,18.082861,131,6375,6457,5712,745,1593.484288,0.244925,1.123981,20179,296214,162977,5718,2764,731,14,94,49,285,7,0.938888,0.115379,7,180,139.296538,0
smart-calm,5,1200.0,257,136,121,0.882353,0.913307,15.688954,120,5415,6162,5284,878,1520.683008,0.274739,0.892886,18062,283876,145685,5166,2286,865,13,78,58,593,14,0.949154,0.142486,9,173,122.023152,0
smart-calm,6,1200.0,275,150,125,0.946667,0.895184,11.59265,142,5483,5973,5085,888,1474.040832,0.262052,0.979709,19423,273254,144595,5391,2406,872,16,117,33,336,12,0.943412,0.148669,7,185,189.485197,1
smart-calm,7,1200.0,299,165,134,0.927273,0.972129,12.829612,153,6383,6627,5764,863,1635.437568,0.25022,0.987275,20849,303874,159222,5598,2581,850,13,117,48,189,10,0.947487,0.130225,1,203,158.290629,0
smart-calm,8,1200.0,297,137,160,0.875912,0.96926,13.644651,120,7599,7477,6789,688,1845.203968,0.239047,0.748471,20329,346044,171928,5435,2659,675,13,87,50,157,8,0.945314,0.092016,1,174,119.932389,0
smart-calm,9,1200.0,266,123,143,0.943089,0.943628,10.412025,116,6612,6745,6049,696,1664.55808,0.247408,0.797148,19488,311017,162703,5848,2734,683,13,93,30,372,6,0.91789,0.103188,4,160,159.950932,1
smart-calm,10,1200.0,290,143,147,0.944056,0.913647,12.469921,135,6581,7006,6060,946,1728.968704,0.25744,0.788701,20144,323150,167146,5317,2439,931,15,107,36,254,16,0.94558,0.135027,4,180,161.165352,2
