protocol,seed,duration_s,flows,unicast_flows,broadcast_flows,unicast_pdr,broadcast_coverage,avg_delay_s,unicast_deliveries,broadcast_deliveries,tx_count,data_tx,control_tx,total_airtime_s,airtime_per_delivery_s,mean_delivery_delay_s,rx_success,rx_fail,collision_fail,duplicate_rx,suppressed_forwards,route_requests,route_replies,route_cache_hits,route_cache_misses,fallback_forward_count,route_repair_count,mean_path_confidence,control_overhead_ratio,policy_switch_count,policy_update_count,policy_reward_total,active_profile_index
smart-calm,1,1200.0,202,98,104,0.94898,0.929945,11.715828,93,4739,4978,4281,697,1228.490752,0.254241,0.730125,12955,230967,114763,2538,1323,685,12,64,34,25,6,0.948828,0.140016,1,138,130.508864,0
smart-calm,2,1200.0,205,109,96,0.880734,0.921344,17.680556,96,4334,5124,4394,730,1264.521216,0.285445,0.93248,12603,238473,119603,2466,1309,715,15,44,65,452,8,0.887529,0.142467,7,146,102.585141,2
smart-calm,3,1200.0,216,123,93,0.926829,0.920562,10.384103,114,4195,4660,3865,795,1150.01344,0.266886,0.852441,14336,214004,106140,2923,1452,780,15,81,42,126,10,0.952389,0.170601,5,159,153.185651,0
smart-calm,4,1200.0,203,94,109,0.904255,0.929788,14.538701,85,4966,5190,4405,785,1280.80896,0.253575,0.916344,14327,239983,126499,3678,1935,772,13,63,31,146,9,0.949136,0.151252,1,133,148.993583,0
smart-calm,5,1200.0,174,91,83,0.89011,0.969757,9.698324,81,3944,4429,3592,837,1093.006336,0.271554,0.756069,12515,204506,104494,2870,1381,823,14,62,29,119,11,0.955644,0.188982,5,128,110.870149,0
smart-calm,6,1200.0,186,104,82,0.932692,0.899204,5.974272,97,3613,4085,3285,800,1008.11264,0.271728,0.711297,12239,187926,92788,2311,1201,785,15,84,20,79,9,0.953971,0.195838,3,141,161.021553,0
smart-calm,7,1200.0,222,123,99,0.894309,0.963719,9.387748,110,4675,5222,4481,741,1288.706048,0.269322,0.667397,14192,241637,113773,2513,1458,725,16,85,38,318,7,0.938843,0.1419,12,161,126.273789,1
smart-calm,8,1200.0,207,100,107,0.99,0.952699,5.852344,99,4995,5444,4660,784,1343.492096,0.26374,0.433346,13306,253450,122223,2071,1302,770,14,84,16,119,8,0.948987,0.144012,7,139,157.159705,0
smart-calm,9,1200.0,193,90,103,0.955556,0.956013,4.706039,86,4825,4974,4190,784,1227.503616,0.24995,0.612292,14082,229644,118337,3434,1799,770,14,73,17,45,8,0.953535,0.15762,3,129,138.767892,0
smart-calm,10,1200.0,208,105,103,1.0,0.958986,9.176815,105,4840,5170,4426,744,1275.87328,0.258013,0.560904,13994,239336,113713,2598,1398,730,14,79,26,86,8,0.951937,0.143907,1,145,159.325041,0
smart-calm,11,1200.0,247,122,125,0.959016,0.91151,10.38206,117,5583,5999,5200,799,1480.457216,0.259729,0.720578,15904,278047,134725,3022,1699,784,15,85,37,182,8,0.95531,0.133189,6,160,154.816667,1
smart-calm,12,1200.0,213,106,107,0.877358,0.964333,15.192952,93,5056,5588,4866,722,1379.028992,0.267825,0.704867,13630,260182,127065,2650,1402,709,13,57,49,298,9,0.945973,0.129205,10,146,106.017567,1
smart-calm,13,1200.0,210,99,111,0.949495,0.934731,8.847584,94,5084,5499,4686,813,1357.065216,0.262083,0.81117,14557,254894,130125,3398,1739,800,13,67,32,213,12,0.949812,0.147845,6,139,129.13693,2
smart-calm,14,1200.0,188,81,107,0.938272,0.924089,9.009105,76,4845,5312,4488,824,1310.916608,0.266392,0.685101,12928,247360,122656,2847,1541,811,13,50,31,123,9,0.956063,0.15512,3,121,112.182508,0
smart-calm,15,1200.0,215,102,113,0.911765,0.915478,18.269957,93,5069,6674,5941,733,1647.036416,0.319069,0.952847,14420,312606,155173,3439,1933,720,13,51,51,1368,11,0.945921,0.109829,14,140,112.076808,1
smart-calm,16,1200.0,199,98,101,0.908163,0.912103,24.490655,89,4514,6365,5633,732,1570.78016,0.341251,1.138666,13344,298541,149779,3363,1794,719,13,35,63,1635,9,0.939778,0.115004,2,137,93.393456,1
smart-calm,17,1200.0,206,100,106,0.91,0.915287,16.293903,91,4754,6387,5688,699,1576.209408,0.325327,0.792379,13576,299387,145721,3207,1800,685,14,45,55,1555,7,0.941704,0.109441,6,137,115.1478,1
smart-calm,18,1200.0,194,101,93,0.950495,0.944481,9.570407,96,4304,4490,3890,600,1108.06016,0.251832,0.793682,12265,207745,98798,2001,1228,588,12,73,28,60,5,0.948737,0.13363,3,141,132.978916,0
smart-calm,19,1200.0,213,118,95,0.940678,0.950591,11.152645,111,4425,4779,4034,745,1179.380736,0.260005,0.746232,13725,220201,107604,2410,1291,731,14,81,37,35,8,0.944334,0.15589,10,155,147.531555,0
smart-calm,20,1200.0,194,95,99,0.957895,0.954236,9.020482,91,4629,4885,4205,680,1205.53984,0.255411,0.625204,13347,226018,111381,2304,1392,665,15,72,23,77,8,0.905476,0.139202,5,132,139.18355,0
